Word,IDF
вихорь,1.317018
туркменский,1.140927
ускоренный,1.07398
бюрократия,1.317018
нарушение,0.640324
одинаково,1.140927
наследие,0.839897
перестройка,0.964836
многообразный,1.618048
путевка,1.441957
командный,0.839897
формульный,1.618048
литературный,0.663806
заседание,0.596859
преемственность,1.317018
перевозка,0.964836
сгинуть,1.618048
лидер,0.504105
длительный,1.015988
широта,1.317018
плахта,1.618048
австрия,0.538867
идеологический,0.964836
взрослый,1.07398
алкоголизм,1.618048
вливание,1.441957
капиталовложение,1.317018
орбитальный,1.140927
строительный,0.964836
радянський,1.441957
раскулачивание,1.140927
гласность,1.441957
ленинград,0.77295
бирлига,1.618048
альбом,1.07398
рейтинг,0.877685
многонациональный,1.441957
капиталистический,1.140927
комбриг,1.618048
косыгин,1.441957
гораздо,0.877685
ископаемое,0.964836
неграмотность,1.220108
служащий,0.805135
латвийский,0.919078
латыш,1.618048
межэтнический,1.317018
спартакиада,1.441957
золото,0.919078
незначительный,0.964836
учащийся,1.220108
творческий,0.964836
рюрик,1.317018
прирастать,1.618048
историография,1.015988
усмотрение,1.618048
археология,1.220108
научнотехнический,1.220108
нацональный,1.441957
госприемка,1.618048
дистрофия,1.618048
подотчетный,1.618048
устав,0.805135
публицист,0.964836
пирамида,1.015988
вредный,1.140927
владимирский,1.441957
выступать,0.350876
джеффри,1.441957
погром,1.140927
погибший,0.77295
истечение,1.317018
преемник,0.919078
родопы,1.220108
катание,1.140927
карабахский,1.441957
салют,1.441957
городненко,1.618048
доступность,1.441957
моск,1.140927
качественный,1.618048
изгнание,1.220108
коалиция,0.77295
киев,1.015988
звукозапись,1.441957
распорядительный,1.618048
цемент,1.618048
гюйс,1.618048
усиление,0.805135
обладать,0.805135
господство,1.015988
гудок,1.618048
попросить,0.919078
немалый,1.140927
памятный,0.77295
обстоятельство,0.839897
последующий,0.576655
розыск,1.140927
возглавлять,0.441957
нефедов,1.441957
геология,1.07398
поволжье,0.964836
масштабный,1.015988
новокузнецк,1.618048
распределяться,1.317018
укрепление,0.714958
делиться,1.015988
протекторат,0.877685
отряд,0.714958
кандидат,0.663806
гранат,1.317018
освобождаться,1.220108
го,0.47192
взаимный,1.015988
душанбе,1.441957
двести,1.317018
пункт,0.45668
кадровый,1.140927
нр,1.618048
тесно,1.140927
сочиалистэ,1.618048
кормовой,1.140927
маленков,1.317018
ки,1.618048
декларация,0.919078
униунеа,1.618048
распускать,0.964836
ниткин,1.618048
баишев,1.618048
январский,1.441957
трава,1.220108
перевозиться,1.441957
реформаторский,1.441957
номенклатурный,1.618048
самодеятельность,1.618048
квалификация,1.441957
имущественный,1.220108
дифференцированный,1.618048
основатель,0.618048
волк,1.015988
проба,1.140927
ослаблять,0.964836
сотсиалистик,1.618048
донбасс,1.07398
черт,1.140927
огпу,1.140927
ложь,1.220108
квадратный,1.220108
нечто,1.441957
алхимия,1.618048
дунай,1.220108
творчество,0.805135
идеал,1.140927
межнациональный,1.317018
справочник,0.805135
оправдываться,1.140927
булганин,1.441957
мадагаскар,0.919078
юрий,0.663806
прибалтика,1.07398
кампания,0.576655
вахрушева,1.618048
митрохин,1.317018
рыбохозяйственный,1.618048
основополагающий,1.317018
северный,0.265866
тоталитарный,1.220108
электроэнергетический,1.618048
мао,1.441957
молодой,0.596859
рабочиекрестьянеинтеллигенция,1.618048
лат,1.618048
районный,1.015988
зайков,1.618048
применительно,1.441957
гто,1.618048
дрогобычский,1.618048
ячейка,0.964836
контингент,1.015988
межконтинентальный,1.317018
семенова,1.618048
республикалари,1.618048
футбол,0.919078
шуравия,1.618048
изделие,1.015988
член,0.24698
легитимизировать,1.618048
лентар,1.317018
фильм,0.714958
трудоустройство,1.317018
полторанин,1.618048
семенов,1.220108
картина,0.964836
пост,0.55735
эпидемия,1.140927
каталанский,0.596859
арабский,0.596859
михаил,0.538867
трудящийся,1.015988
дыл,1.317018
табличка,1.441957
даниэль,0.964836
жилье,1.140927
бессмертный,1.618048
благосостояние,1.140927
куколеть,1.618048
гознак,1.317018
достижение,0.576655
предъявлять,1.07398
власов,1.441957
капитализм,1.140927
школьник,1.140927
наклонность,1.618048
спутник,0.877685
жалоба,1.220108
чистоплотность,1.618048
кинотеатр,1.220108
спортсмен,1.140927
противостояние,1.07398
святой,0.55735
фактор,0.805135
подымать,0.77295
гарантироваться,1.618048
руководствоваться,1.317018
пед,1.441957
неравенство,1.317018
модификация,1.317018
иммиграция,1.317018
гонение,1.140927
нонфикшн,1.317018
почемуто,1.441957
внутригородской,1.618048
кампучия,1.220108
сравниваться,1.220108
новизна,1.618048
именоваться,0.839897
закреплять,0.714958
тематика,1.317018
андреев,0.964836
бессмысленный,1.441957
гипертрофированный,1.618048
сорок,1.140927
максимум,1.317018
карьерист,1.618048
хроника,0.805135
хорезмский,1.220108
сср,0.576655
упорядочивание,1.618048
кончаловский,1.618048
лесной,1.140927
крамник,1.618048
отставка,0.688629
вскрывать,1.220108
земсков,1.317018
розничный,1.317018
оун,1.618048
лояльность,1.317018
валовый,1.220108
буш,1.441957
довженко,1.618048
троллейбус,1.441957
тяжелый,0.618048
советикэ,1.618048
распределение,0.877685
штейнер,1.618048
конкурент,1.015988
адаптация,1.441957
репарация,1.441957
рккф,1.618048
исчерпание,1.441957
отречение,1.317018
бофф,1.618048
пенсионный,1.317018
беспощадно,1.618048
гудкова,1.618048
модернизм,1.317018
вещать,1.317018
убийство,0.663806
гб,1.441957
бенедикта,1.618048
рассекречивать,1.140927
назначать,0.47192
конфедерация,0.877685
буржуазия,1.618048
стоящий,1.317018
брать,0.919078
годовщина,1.317018
узкий,0.877685
нии,1.015988
миф,0.839897
регби,1.618048
выбирать,0.640324
гонорарный,1.618048
смоленцев,1.618048
юрисдикция,1.317018
домысел,1.618048
издаваться,1.220108
рецесие,1.618048
кинематографический,1.618048
денежный,0.714958
венесуэла,0.77295
искра,1.618048
саблин,1.618048
четверть,0.805135
ялтинский,1.317018
черненко,1.618048
зависимый,0.964836
сопровождать,0.919078
консервативный,1.07398
актуальный,0.877685
гродненский,1.140927
гвинеябисау,0.919078
чехословацкий,1.220108
стиль,0.839897
депортация,1.220108
классовый,1.220108
автомобилестроение,1.618048
реабилитация,1.220108
случаться,1.015988
заявляться,1.220108
хватать,0.663806
таллин,1.618048
отчет,0.618048
телецентр,1.220108
лукьянов,1.618048
маскировать,1.618048
свертывание,1.618048
документация,1.140927
наблюдатель,0.742987
сборник,0.663806
деградация,1.140927
скрепа,1.618048
юстиция,1.015988
терпимый,1.618048
молд,1.441957
федеративный,0.919078
агломерация,1.317018
расстреливать,0.805135
преподаваться,1.441957
настольный,1.317018
уплывать,1.618048
усиливаться,0.919078
киргизский,1.07398
ленинский,1.015988
присоединяться,0.805135
ливийский,1.140927
кульчицький,1.441957
адекватно,1.618048
взрыв,0.877685
лыжный,1.618048
извлечение,1.220108
сопротивление,0.714958
мексика,0.714958
карате,1.618048
ткань,1.441957
матвеев,1.015988
голодный,1.317018
мэк,1.618048
квартальный,1.618048
легальный,1.441957
тенденция,1.015988
коэффициент,1.140927
парамилитарный,1.317018
подконтрольный,1.317018
произвол,1.317018
постановлять,1.317018
исковой,1.441957
летнеосенний,1.618048
концентрация,1.317018
шоубизнес,1.618048
лит,1.015988
парад,1.140927
кесслер,1.441957
нота,1.220108
потребление,1.317018
маять,1.441957
аффилировать,1.441957
интерес,0.663806
бам,1.618048
родитель,0.77295
космос,0.877685
засуха,1.07398
граф,0.742987
чехословакия,0.77295
давность,1.220108
прилавок,1.618048
валлен,1.618048
ереван,1.441957
регулировать,0.877685
вычислительный,1.441957
нефтяной,0.877685
легитимация,1.618048
развивать,0.77295
еврей,0.77295
коммунистический,0.877685
спектр,1.140927
сочинение,1.140927
совмин,1.441957
неблагоприятный,1.441957
устойчивость,1.317018
вячеслав,1.220108
екатерина,1.015988
страхование,1.140927
спаситель,1.441957
анимационный,1.317018
факультет,0.839897
затрагивать,0.877685
переток,1.618048
впк,1.441957
противоположный,0.964836
ага,1.618048
правонаступництво,1.618048
различаться,1.07398
бесплатность,1.618048
тракторный,1.441957
статистический,0.805135
сосновский,1.618048
зарубежный,0.839897
летаосень,1.618048
семен,1.015988
философия,1.220108
мордва,1.618048
удерживать,1.140927
союзсоветскихсоциалистическихреспублика,1.618048
выдающийся,0.839897
национализировать,1.07398
гончаров,1.441957
мжк,1.618048
хлевнюк,1.220108
голод,0.964836
рига,1.07398
инициатива,0.640324
заработный,0.877685
проектный,1.441957
здоровый,1.618048
рассказ,1.140927
удар,0.663806
армя,1.618048
каучук,1.441957
инакомыслие,1.441957
продукция,0.688629
аннексия,1.015988
мжкх,1.618048
сухопутный,0.805135
азиатский,1.07398
денонсация,1.618048
донецкий,1.317018
особый,0.576655
красный,0.413928
гг,0.400564
общность,1.317018
ударник,1.618048
свердловский,1.441957
сожалеть,1.220108
абсолютный,0.964836
уставный,1.317018
социальноклассовый,1.618048
развал,1.317018
негативный,1.015988
учение,0.805135
венгерский,0.877685
выездной,1.317018
населенный,1.140927
злоупотребление,1.317018
брян,1.618048
оккупировать,0.688629
австралия,0.688629
тувинский,1.220108
аэс,1.07398
каз,1.220108
фотография,0.919078
оспариваться,1.220108
провозглашать,0.576655
кремлевский,1.07398
нефтегазоносный,1.618048
профессиональнотехнический,1.618048
информационномузыкальный,1.618048
совет,0.194802
подробность,1.220108
вернуть,0.742987
энтузиазм,1.618048
скрупулезный,1.618048
обоснование,1.07398
миграция,0.964836
ларусс,0.877685
фоновый,1.618048
наукоемкий,1.441957
расчлененок,1.618048
цик,0.919078
рр,1.441957
послание,1.220108
кирг,1.441957
републичилор,1.618048
физкультура,1.441957
болгарский,0.839897
бабель,1.618048
сацыялстычный,1.441957
шейла,1.618048
странынаблюдатель,1.317018
беспрецедентный,1.441957
отодвигание,1.618048
мастерство,1.618048
тихонов,1.441957
телевидение,0.618048
суверенный,0.964836
отраслевой,1.220108
выдвижение,1.140927
руководящий,1.07398
малообеспеченный,1.618048
турксиб,1.441957
малоэффективный,1.441957
целесообразно,1.618048
бакланов,1.618048
щетин,1.618048
замалчиваться,1.441957
культурный,0.714958
удмурт,0.714958
весна,0.576655
апелляционный,1.220108
выдвиженчество,1.618048
правовед,1.441957
челябинск,1.220108
полмиллиона,1.317018
сзываться,1.220108
принсипи,1.015988
народнохозяйственный,1.618048
ркпб,1.441957
биография,0.742987
надзор,1.220108
апеллировать,1.618048
стадион,1.220108
возрастание,1.618048
ретропрогнозирование,1.618048
оп,1.015988
изображать,0.77295
конфликт,0.55735
оценка,0.521138
комсомольский,1.015988
соцстрана,1.441957
дагестанский,1.441957
камень,0.964836
брат,0.618048
армения,0.805135
океан,0.576655
прослойка,1.317018
вулверхэмптонский,1.618048
разгон,1.220108
акбулатов,1.618048
гугб,1.618048
чело,0.618048
капиталоемкий,1.618048
панорама,1.441957
мороженый,1.618048
садоводство,1.618048
виленская,1.317018
убивать,0.576655
перенести,0.839897
вынести,1.015988
выпуск,0.805135
санаторнокурортный,1.618048
собираться,0.688629
наказание,0.919078
вицепрезидент,0.919078
форсировать,1.220108
отдача,1.317018
существующий,1.220108
коробицын,1.618048
автоспорт,1.618048
главнокомандующий,0.714958
литературнодраматический,1.618048
омертвляться,1.618048
орбита,0.877685
кеестка,1.618048
периодический,1.220108
мокшень,1.07398
кива,1.317018
драма,1.441957
бегство,0.877685
раздваивать,1.618048
ягода,1.220108
трансформировать,1.441957
декоративный,1.618048
альпинизм,1.618048
киров,1.441957
прокладывать,1.618048
металлургия,1.441957
антисоветский,1.07398
эйзенштейн,1.618048
автодорога,1.441957
воссоединение,1.441957
частично,0.640324
извне,1.317018
действующий,0.805135
палея,1.441957
ванкувер,1.07398
манифест,1.07398
ребята,1.441957
перераспределение,1.441957
президиум,0.688629
возраст,0.688629
перебираться,1.317018
станислав,1.07398
заключение,0.742987
захват,0.640324
студенческий,0.839897
имперский,0.805135
молдаванин,1.441957
трансформация,1.220108
шубин,1.317018
нападение,0.576655
расслоение,1.618048
грузовой,1.07398
коллегия,1.07398
думка,1.441957
эстетический,1.441957
макроэкономический,1.441957
цай,1.618048
амнистировать,1.317018
идентичность,1.07398
социально,1.220108
яковлев,0.839897
влтава,1.220108
средне,1.618048
взаимопомощь,1.07398
фронт,0.618048
перепечатка,1.618048
вадим,1.220108
крючок,1.618048
иттифой,1.618048
ответственный,0.805135
крым,0.805135
милиция,1.07398
россиянин,1.140927
сциентизм,1.618048
излагать,0.877685
производство,0.538867
камбоджа,0.877685
листовоттиск,1.618048
многоукладный,1.618048
уделять,1.015988
обь,1.618048
роль,0.339294
вуз,0.77295
лицей,1.317018
контрразведка,1.140927
металлургический,1.441957
вмф,1.07398
аллюзия,1.618048
командноадминистративный,1.618048
чемпионат,0.877685
подавление,1.015988
лояльный,1.441957
характеризовать,0.964836
отечественный,0.538867
месяц,0.350876
белостокский,1.317018
околоземный,1.140927
армянин,1.317018
ситец,1.618048
работник,0.640324
ваз,1.441957
уильямс,1.07398
жукова,1.220108
берлин,0.877685
ава,1.618048
хабаровский,1.441957
пласт,1.140927
правовой,0.688629
фицпатрик,1.618048
социальноэкономический,1.07398
союзмультфильм,1.618048
мелиорация,1.618048
расформировывать,1.220108
начислять,1.618048
берия,1.317018
возрастать,0.663806
оценивать,0.663806
училище,0.839897
железобетонный,1.618048
тбилиси,1.441957
дестабилизация,1.618048
предназначать,0.714958
алексеевич,1.220108
дзьобак,1.618048
нарися,1.618048
популистский,1.618048
оборонный,1.015988
роскошь,1.317018
цкк,1.317018
десяток,0.742987
беспорядок,1.015988
пионерский,1.441957
эксперимент,0.877685
нижний,0.576655
одежда,0.839897
бакинский,1.317018
освоение,0.688629
джамахирия,1.220108
червяк,1.441957
зорькин,1.618048
шкаратан,1.618048
стр,0.688629
комета,1.618048
проваливаться,1.07398
поддержание,0.839897
специфика,1.441957
слуга,1.317018
воздушнокосмический,1.317018
инвалидность,1.618048
синявский,1.618048
оперативный,0.77295
высылка,1.220108
досье,1.317018
предшествовать,0.964836
преступление,0.77295
автомобильный,0.964836
смоленский,1.015988
исследователь,0.618048
пилотировать,1.07398
осуждаться,1.220108
соцреализм,1.618048
дж,0.877685
оспаривать,1.441957
трудовой,0.714958
норвегия,0.77295
выплачивать,0.919078
лимит,1.441957
амс,1.618048
выплачиваться,1.618048
интеграция,1.220108
азербайджанец,1.220108
добровольнопринудительный,1.618048
марс,1.317018
дипломатический,0.688629
врач,0.742987
вассал,1.317018
протяженный,1.618048
разгром,1.07398
ханство,0.964836
примерный,1.441957
ахрр,1.618048
занести,0.877685
пер,0.688629
резкий,0.688629
едва,1.07398
зодчий,1.618048
расселение,1.220108
дзюдо,1.441957
еврейский,0.521138
виктор,0.596859
авторисполнитель,1.441957
подорвать,0.964836
волнение,1.220108
себестоимость,1.618048
братство,1.015988
туркменистан,0.919078
частичный,0.919078
преамбула,1.317018
антиконституционный,1.618048
обжалование,1.618048
наукова,1.441957
областной,0.877685
неоднократно,0.839897
бакатин,1.618048
религиозный,0.576655
досрочный,1.140927
готовиться,0.742987
тарасюк,1.618048
докторский,1.441957
оранжевый,0.964836
выходец,1.015988
вавилония,1.618048
динамика,1.07398
генералполковник,1.220108
вцик,1.07398
сталина,0.919078
послужить,0.839897
римский,0.77295
телефон,0.839897
гонка,1.015988
индустрия,1.015988
безоговорочный,1.317018
арменфильм,1.618048
капстрана,1.618048
разговор,0.919078
санаторный,1.618048
гс,1.618048
невыездной,1.618048
александра,0.714958
федер,1.441957
вильно,1.441957
терентьева,1.618048
философский,1.07398
разруха,1.441957
образовательный,1.220108
прилетать,1.441957
трудный,1.317018
национальность,1.07398
шар,1.140927
цсу,1.441957
мвломоносов,1.441957
тождественный,1.441957
замена,1.07398
смениться,1.441957
премьерминистр,0.487714
дифференциация,1.618048
рубль,0.839897
исаков,1.618048
обертываться,1.220108
советскогерманский,1.441957
ассоциация,0.919078
внешкольный,1.618048
социологический,1.140927
цбнти,1.618048
престарелый,1.441957
возобновление,1.015988
рыбачий,1.618048
загородный,1.618048
николай,0.596859
япония,0.576655
республикучредитель,1.618048
коренной,1.07398
советскофинский,1.441957
масло,1.015988
антигитлеровский,0.919078
конструктивизм,1.441957
моральный,0.964836
лившин,1.618048
спамлистый,0.877685
ангола,0.877685
путчист,1.441957
татарч,0.45668
серебро,1.140927
гко,1.618048
игорный,1.618048
дома,0.805135
парламент,0.596859
неспособный,1.140927
макс,1.140927
базис,1.618048
демократический,0.618048
сливать,1.618048
доход,0.521138
ежегодно,0.919078
коллективный,0.805135
отечество,0.877685
карибский,0.964836
дружба,0.688629
страноснователь,1.618048
взнос,1.441957
перераб,1.140927
справедливо,1.317018
твердо,1.220108
ленин,0.919078
переворот,0.714958
торгсин,1.441957
блокада,1.317018
байкал,1.618048
цивилизация,1.317018
комиссариат,0.964836
стабилизироваться,1.618048
планирование,1.07398
двухклассовый,1.618048
металл,1.015988
всевозможный,1.441957
заместитель,0.596859
туркм,1.618048
медушевский,1.618048
схожий,1.441957
сравнивать,1.07398
нок,1.618048
генеральныйпервый,1.618048
сахаров,1.220108
выплата,0.77295
потенциально,1.441957
таджикский,1.317018
отменять,0.45668
разница,0.919078
канон,1.441957
эфир,0.714958
политолог,1.441957
бороться,0.839897
воспоминание,0.839897
коллектив,1.015988
призывать,0.640324
производственный,1.015988
биатлон,1.618048
палата,0.877685
сфера,0.55735
законотворчество,1.618048
договорный,1.07398
враждебный,1.07398
отходить,1.07398
коренизация,1.317018
узбекский,1.015988
очевидность,1.618048
дра,1.317018
дружина,1.140927
материально,1.618048
грузинский,1.07398
никитчук,1.618048
безвозмездный,1.317018
ст,0.805135
предмет,0.688629
электростанция,1.015988
губернский,1.220108
останкино,1.220108
максум,1.618048
сборная,1.07398
огородничество,1.441957
чугун,1.618048
кацва,1.618048
всеукраинский,1.441957
аббрев,1.618048
японский,0.688629
бн,1.618048
когга,1.618048
научноисследовательский,1.015988
филлипович,1.618048
редакция,0.742987
англоамериканский,1.441957
мгс,1.441957
аст,0.964836
пий,1.317018
леналанда,1.618048
павлов,1.317018
валюта,0.663806
армянский,1.07398
заведение,0.714958
антонов,1.220108
летие,0.714958
реформировать,1.441957
территориальный,0.77295
чеховский,1.618048
пострадать,0.714958
делегация,0.839897
вьетнам,0.839897
издавать,0.576655
дзержинский,1.317018
атомный,0.964836
инвестиция,0.877685
детский,0.919078
государство,0.194802
критика,0.576655
укр,0.805135
зажиточный,1.317018
звание,0.714958
беларусьфильм,1.317018
атеизм,1.441957
кабоверде,1.015988
тыва,1.317018
озеро,0.839897
вето,1.220108
монополия,1.220108
дон,1.015988
броненосец,1.618048
нкгб,1.220108
жилищный,1.140927
страховой,1.220108
правопреемство,1.618048
бангладеш,0.839897
исз,1.317018
судебный,0.55735
портретный,1.618048
призыв,0.714958
экспрессхроника,1.618048
проявлять,0.919078
воениздат,0.919078
кожа,1.07398
утвердить,1.317018
доллар,0.55735
зачет,1.317018
беспрекословно,1.618048
дискандт,1.618048
покрывать,0.839897
государстваправопреемник,1.618048
финансы,0.77295
населять,1.07398
колхоз,0.839897
генералгубернаторство,1.317018
бсср,1.015988
импровизация,1.618048
контрафактический,1.618048
опровергать,1.140927
узба,1.618048
рунет,1.618048
ленинградский,0.714958
интенсивный,1.441957
автогоночный,1.618048
социалистический,0.538867
закарпатье,1.618048
перешеек,1.618048
охранять,1.015988
радиодом,1.618048
неравный,1.441957
диаметральный,1.441957
стипендия,1.317018
вправе,1.618048
англия,0.596859
лагерь,0.640324
инженернотехнический,1.441957
знамя,0.877685
исследование,0.427716
гастингс,1.317018
татьяна,1.140927
безнадежно,1.441957
бпк,1.441957
украинец,1.140927
марксизмуленинизм,1.618048
азербайджанский,1.015988
характер,0.596859
нестабильность,1.140927
предопределять,1.07398
румыния,0.618048
предусматриваться,0.877685
серия,0.521138
сантом,1.015988
цср,1.618048
бирма,0.839897
пенсионер,1.441957
карский,1.441957
среднее,0.919078
саратовский,1.220108
добиваться,0.596859
поляк,0.919078
мэндэрс,1.618048
тгу,1.618048
слой,0.688629
международноправовой,1.317018
патриарший,1.441957
магистраль,1.220108
континентальный,0.839897
свидетельствовать,1.07398
девятьсот,1.618048
сомали,0.805135
просвещение,0.964836
выступление,0.688629
риббентроп,1.618048
ценность,0.839897
ходатайство,1.317018
естествознание,1.441957
революционер,1.220108
осуждение,1.015988
авторский,0.663806
воздерживаться,1.317018
ндр,1.220108
вывод,0.487714
госбюджет,1.441957
предрассудок,1.618048
теория,0.55735
парламентский,0.663806
перечислять,1.07398
языковой,0.877685
деятель,0.504105
контрразведывательный,1.441957
лезги,0.877685
незакрытый,1.618048
здоровье,0.839897
талон,1.441957
брамский,1.618048
хрущев,1.015988
энгельс,1.441957
физика,1.317018
земной,1.220108
выпускник,0.877685
видеоархив,1.618048
волжский,1.441957
обвинять,0.714958
неоклассика,1.441957
яковлевич,1.441957
марксизмленинизм,1.441957
санаторий,1.441957
акция,0.596859
аграрный,1.220108
бородкина,1.618048
опрашивать,1.220108
кончина,1.220108
уголовноисполнительный,1.618048
электрифицировать,1.618048
защищенность,1.618048
просоветский,1.140927
гоночный,1.618048
интерпретация,1.317018
ворошилов,1.317018
неоконченный,1.618048
продаваться,1.220108
левандовский,1.618048
информационнопублицистический,1.618048
смертность,1.140927
лишенный,1.07398
диаспора,1.140927
непрерывный,1.015988
зис,1.317018
прокуратура,1.07398
квт,1.441957
позывные,1.618048
серп,1.441957
дмитрий,0.596859
жабский,1.618048
йемен,0.919078
спонтанный,1.618048
елена,0.640324
прибытие,1.07398
многопартийность,1.441957
грачев,1.618048
издательство,0.742987
поделить,1.317018
конный,1.317018
постепенный,0.919078
нарком,1.220108
ташкент,1.07398
индиана,1.618048
пластырь,1.618048
оппозиция,0.805135
молдавский,1.015988
возникновение,1.015988
сельхозартель,1.618048
самоубийство,1.441957
собр,1.618048
бесчеловечный,1.618048
невзгода,1.618048
исключительный,1.220108
демократизация,1.441957
мотивация,1.220108
левадацентр,1.618048
скепсис,1.441957
осокина,1.441957
национализм,1.015988
орджоникидзевский,1.441957
досуг,1.618048
иносмира,1.441957
верование,1.441957
плюрализм,1.618048
констатация,1.618048
перелом,0.964836
кооперативный,1.220108
южносахалинский,1.441957
кустарный,1.441957
обязанность,0.742987
перепись,0.839897
временной,1.140927
компенсировать,1.618048
скольконибудь,1.441957
поляна,1.317018
арест,0.839897
новосибирск,1.140927
шерстяной,1.441957
факт,0.55735
директива,1.140927
лапердин,1.618048
перемена,0.919078
воздвигать,1.317018
принятие,0.596859
ненависть,1.015988
энергоблок,1.618048
ильюхов,1.618048
братановский,1.618048
известие,0.839897
учитель,0.919078
цензура,1.07398
сознание,0.964836
цывинский,1.618048
массово,1.220108
пролетариат,1.140927
переписв,1.618048
юношеский,1.441957
указ,0.47192
резерв,0.919078
кишинев,1.220108
иностранный,0.387599
менеджмент,1.441957
веклич,1.618048
роберт,0.805135
ркка,0.919078
славянин,1.220108
рекорд,1.140927
рсфср,0.55735
зарождаться,1.140927
воинский,0.663806
конфискационный,1.441957
нерешительность,1.618048
заключительный,1.317018
пиломатериал,1.441957
банк,0.688629
хутор,1.220108
форос,1.618048
запас,0.714958
мел,1.220108
хлыстун,1.618048
точкин,1.618048
белоруссия,0.964836
небо,0.964836
борисов,1.618048
википедияссылка,0.877685
подавать,0.663806
климатический,1.220108
германскосоветский,1.618048
осень,0.618048
теневой,1.220108
скобелев,1.618048
смерш,1.441957
демократия,0.688629
овд,1.317018
грандиозный,1.317018
нефть,0.742987
гулаг,1.140927
специалист,0.805135
тюркский,1.220108
оккупация,0.742987
пакт,1.220108
насилие,0.805135
согласие,0.877685
здравоохранение,0.919078
заем,1.317018
надбавка,1.618048
националистический,1.07398
апогей,1.618048
конго,0.877685
заболеваемость,1.317018
крестьянин,0.742987
азерб,1.618048
рождение,0.521138
соседний,0.877685
кузнецова,1.618048
воинствовать,1.618048
замещение,1.317018
реактор,1.441957
образованный,1.015988
геополитический,1.317018
избрание,1.220108
край,0.688629
ющенко,1.618048
преобразование,0.714958
сахалин,1.220108
животное,1.441957
зачитывать,1.220108
снк,0.919078
веселый,1.07398
цензорский,1.618048
перевозить,1.07398
кравчук,1.618048
крыло,1.015988
говоров,1.618048
характеризоваться,1.07398
сценарий,1.07398
наделение,1.618048
декларировать,1.317018
спор,0.742987
высказываться,0.805135
подписание,0.964836
ультиматум,1.441957
умуриои,1.618048
курский,1.618048
воздушнодесантный,1.07398
встреча,0.47192
отставать,1.220108
квалифицированный,1.140927
риа,0.839897
аудиовизуальный,1.618048
сводить,1.140927
поселковый,1.618048
сворачивание,1.220108
роговин,1.618048
таджик,1.317018
продолжатель,1.441957
застой,1.220108
положенный,1.317018
неудобный,1.618048
фон,0.45668
сергеевич,1.220108
опасный,0.77295
идеология,0.77295
обувь,1.317018
корея,0.805135
передовой,1.220108
вышинский,1.317018
неограниченный,1.220108
делец,1.618048
племенной,0.919078
переход,0.521138
нобелевский,0.877685
иофан,1.618048
саюз,1.618048
обеспечиваться,1.015988
коррумпировать,1.441957
элизабет,1.220108
бойкотировать,1.618048
развалить,1.618048
томлянович,1.618048
формально,0.714958
балтия,1.618048
пропорционально,1.618048
интернетконференция,1.618048
комплексный,1.220108
возрастной,1.317018
секретариат,1.140927
картер,1.140927
пополнение,1.140927
вручную,1.317018
патронаж,1.618048
нацист,1.140927
генрих,0.77295
выдвигать,0.919078
материальнотехнический,1.220108
естественный,0.919078
вооружение,0.714958
дьяконова,1.618048
атлетика,1.317018
ископаемый,1.220108
ватутин,1.618048
замедлять,1.441957
авария,0.919078
восстание,0.538867
историкоправовой,1.618048
таджикфильм,1.618048
обусловливать,0.877685
заявлять,0.400564
подгорный,1.618048
трансформироваться,1.441957
ведущий,0.640324
усиливать,0.742987
хлопок,1.140927
коллективизация,1.07398
стратегия,0.877685
стаж,1.441957
влиять,0.877685
ассамблея,0.77295
категориягосударственный,1.618048
подборка,1.618048
пермский,1.220108
райисполком,1.220108
конституционный,0.77295
печенга,1.618048
ходжаев,1.618048
хивинский,1.317018
безальтернативный,1.441957
дивизия,0.640324
крейсер,1.220108
нейтрон,1.618048
возрождение,0.964836
обгонять,1.618048
должностной,1.015988
дзюба,1.441957
нэп,1.618048
море,0.45668
практик,1.07398
контекст,0.964836
гитлер,0.805135
препятствие,1.618048
избыточный,1.317018
слабость,1.317018
диктатура,0.877685
роспуск,1.140927
гугаркский,1.618048
балет,1.220108
мыслитель,1.441957
безвозвратный,1.441957
род,0.441957
типология,1.317018
вмешиваться,1.317018
политбюропрезидиум,1.618048
обход,1.140927
социалистик,1.618048
часовой,0.714958
авар,0.839897
акт,0.596859
укрупнение,1.317018
джимми,1.317018
руда,1.220108
эмигрировать,1.140927
обмениваться,1.317018
зсфср,1.441957
предыстория,0.77295
сценический,1.07398
насчитываться,0.805135
реформирование,1.140927
потенциал,1.140927
актер,0.805135
председательство,0.964836
пудовкин,1.618048
судоустройство,1.618048
полински,1.618048
василий,1.015988
депутат,0.688629
связывать,0.839897
вс,0.688629
мобилизация,1.140927
уступать,0.877685
беловежский,1.441957
увольнять,1.07398
комиссар,0.964836
обосновывать,1.317018
падение,0.618048
восход,1.317018
секретный,0.77295
профсоюз,1.07398
сталин,0.714958
росспэн,0.919078
августовский,1.220108
координация,1.015988
паспорт,0.919078
завышать,1.140927
разведка,0.688629
ельцин,0.964836
политик,0.688629
виновный,1.07398
антропометрический,1.618048
ястреб,1.618048
исповедовать,1.220108
долгий,0.805135
эстония,0.805135
умственный,1.441957
излишество,1.618048
полежаев,1.618048
разгораться,1.441957
фс,1.618048
покупательный,1.317018
спутниковый,1.441957
джилас,1.618048
боец,1.07398
эмблема,1.015988
игра,0.663806
автомобиль,0.839897
руководить,0.877685
атеистический,1.441957
